"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id","company_id","company_type"
"Công ty TNHH Trần Lương Toàn Kiến","số 921, xóm 1","thôn Nương Thùy, xã Thới Xuân, huyện Cờ Đỏ","Cần Thơ","VN-CT","900000","84","029224661485","0999731713","hotro@tranluongtoankien.vn","tranluongtoankien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1898211825","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Ninh Bảo Sơn","số 200, đường Võ Sương Gia","phường Bình Thọ, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","029666617656","0915451896","hotro@phanninhbaoson.vn","phanninhbaoson.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0362771954","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Thục Phong","số 321, đường Nguyễn Miên Tất","phường Tam Thuận, quận Thanh Khê","Đà Nẵng","VN-DN","550000","84","023644529297","0996450418","hotro@huynhthucphong.vn","huynhthucphong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0417057528","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Nhật Đan Hữu","số 807, xóm Nguyệt Vạn","thôn Hành Hồ, xã Vĩnh Ngọc, huyện Đông Anh","Hà Nội","VN-HN","100000","84","02444512012","0900659989","hotro@nguyennhatdanhuu.vn","nguyennhatdanhuu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0143928842","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Lập Đăng","số 125, đường Tài Hạ","phường Hiệp Bình Chánh, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","027166640351","0897016801","hotro@nguyenlapdang.vn","nguyenlapdang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0352918120","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Uy Thi","số 438, đường Bùi Hoa Huệ","phường Thượng Cát, quận Bắc Từ Liêm","Hà Nội","VN-HN","100000","84","0247374192","0971408395","hotro@vuuythi.vn","vuuythi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0171536647","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Loan","số 569, đường Vũ Uyển Quý","phường Tân Thới Hiệp, quận Quận 12","Hồ Chí Minh","VN-SG","700000","84","0290777936608","0995764723","hotro@huynhloan.vn","huynhloan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0314500257","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Việt Hạnh","số 437, đường Trần Tú Đức","thị trấn Nhà Bè, huyện Nhà Bè","Hồ Chí Minh","VN-SG","700000","84","02373880775","0876601020","hotro@huynhviethanh.vn","huynhviethanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0322299835","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Thạc Duyệt Phượng","số 611, xóm Hường Tuấn","thôn 7, xã Việt Hùng, huyện Đông Anh","Hà Nội","VN-HN","100000","84","0243728617","0918093396","hotro@nguyenthacduyetphuong.vn","nguyenthacduyetphuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0150300200","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trúc","số 5, hẻm 86","đường Thi Ðạo Vương, phường Bình Hưng Hòa A, quận Bình Tân","Hồ Chí Minh","VN-SG","700000","84","021354127631","0888626184","hotro@nguyentruc.vn","nguyentruc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0392721062","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Sơn","số 945, đường Phạm Sáng Thy","phường Linh Xuân, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","0261777977835","0933521371","hotro@huynhson.vn","huynhson.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0329288056","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Nghiêm Lan Thụy","số 14, xóm 7","thôn 5, xã Thanh Văn, huyện Thanh Oai","Hà Nội","VN-HN","100000","84","0243641659","0881355605","hotro@trannghiemlanthuy.vn","trannghiemlanthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0121655432","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Bội","số 679, đường Lê Ngân Minh","phường 15, quận Quận 8","Hồ Chí Minh","VN-SG","700000","84","02727302293","0874473620","hotro@huynhboi.vn","huynhboi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0379846309","UIT.IS336.L12.4","company"
"Công ty TNHH Đỗ Tiên Phương","số 246, xóm 2","thôn Tấn Thiện, xã Kim Hoa, huyện Mê Linh","Hà Nội","VN-HN","100000","84","02445051201","0975534783","hotro@dotienphuong.vn","dotienphuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0187313830","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Hợp Trụ Linh","số 508, đường Nguyễn Thủy Kiến","phường Nam Hải, quận Hải An","Hải Phòng","VN-HP","180000","84","022554070120","0939277563","hotro@tranhoptrulinh.vn","tranhoptrulinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0271874364","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Phú","số 104, xóm 6","thôn 1, xã Tân Xuân, huyện Hóc Môn","Hồ Chí Minh","VN-SG","700000","84","020754362412","0954759929","hotro@nguyenphu.vn","nguyenphu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0324400413","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Ý","số 499, hẻm 53","đường Dũng Bá, phường Thụy Khuê, quận Tây Hồ","Hà Nội","VN-HN","100000","84","0247173975","0897744667","hotro@trany.vn","trany.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0116220224","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Dương","số 278, xóm 2","thôn Kiên Tiến, xã Tân An Hội, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","021154353817","0989578647","hotro@phamduong.vn","phamduong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0346567207","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Uyển Ngạn Tiến","số 605, đường Nguyễn Lan Tài","phường Phú Thịnh, thị xã Sơn Tây","Hà Nội","VN-HN","100000","84","0247386254","0871932106","hotro@phamuyenngantien.vn","phamuyenngantien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0162849409","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Ý Liên Huy","số 221, xóm 1","thôn 5, xã Tân Kiên, huyện Bình Chánh","Hồ Chí Minh","VN-SG","700000","84","02627341386","0971724037","hotro@leylienhuy.vn","leylienhuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0366138925","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Nương Chương Loan","số 729, xóm 9","thôn 10, xã Ngọc Liệp, huyện Quốc Oai","Hà Nội","VN-HN","100000","84","02422390544","0905857236","hotro@nguyennuongchuongloan.vn","nguyennuongchuongloan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0174888881","UIT.IS336.L12.4","company"
"Công ty TNHH Bùi Lam Lý Nguyệt","số 710, hẻm Vân Yến","đường Đặng Di Như, phường Vạn Mỹ, quận Ngô Quyền","Hải Phòng","VN-HP","180000","84","02257133890","0980443288","hotro@builamlynguyet.vn","builamlynguyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0272527204","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Văn","số 68, đường Hiệp Hảo","phường Hòa Xuân, quận Cẩm Lệ","Đà Nẵng","VN-DN","550000","84","02367380884","0907441918","hotro@nguyenvan.vn","nguyenvan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0464479558","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Lương","số 861, đường Huỳnh Khuê Tôn","phường Khuê Mỹ, quận Ngũ Hành Sơn","Đà Nẵng","VN-DN","550000","84","0236777919497","0946307306","hotro@hoangluong.vn","hoangluong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0480743564","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Ðạo Toản Quyết","số 4, xóm 10","thôn 10, xã Tiến Xuân, huyện Thạch Thất","Hà Nội","VN-HN","100000","84","024777920483","0997226327","hotro@phamðaotoanquyet.vn","phamðaotoanquyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0163414564","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Cường Diệp","số 475, xóm 8","thôn 6, xã Hưng Long, huyện Bình Chánh","Hồ Chí Minh","VN-SG","700000","84","029924991764","0933785937","hotro@nguyencuongdiep.vn","nguyencuongdiep.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0399461614","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Diệp","số 142, đường Vũ Ðôn Hạ","phường Cầu Đất, quận Ngô Quyền","Hải Phòng","VN-HP","180000","84","02253959395","0922303296","hotro@nguyendiep.vn","nguyendiep.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0237370035","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Phi","số 854, xóm 2","thôn 6, xã Thủy Sơn, huyện Thủy Nguyên","Hải Phòng","VN-HP","180000","84","02257373098","0948156211","hotro@phanphi.vn","phanphi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0284778875","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Nhất Vinh","số 439, đường Nguyễn Xuyến Thạch","phường Tân Phú, quận Quận 7","Hồ Chí Minh","VN-SG","700000","84","022954183478","0952606667","hotro@huynhnhatvinh.vn","huynhnhatvinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0365900174","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trân Trà Hoài","số 795, xóm 5","thôn 5, xã Bạch Đằng, huyện Tiên Lãng","Hải Phòng","VN-HP","180000","84","02253787088","0990147740","hotro@nguyentrantrahoai.vn","nguyentrantrahoai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0289206610","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Siêu Xuân","số 402, đường Bùi Hào Ðắc","phường Nam Hải, quận Hải An","Hải Phòng","VN-HP","180000","84","02253512196","0994681028","hotro@hoangsieuxuan.vn","hoangsieuxuan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0215750577","UIT.IS336.L12.4","company"
"Công ty TNHH Biện Quyên Lâm","số 922, đường Liên Hữu","phường Cầu Kho, quận Quận 1","Hồ Chí Minh","VN-SG","700000","84","023654176465","0947218074","hotro@bienquyenlam.vn","bienquyenlam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0389761122","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trúc","số 503, hẻm Thụy Tuệ","đường Hoàng Khương Hồ, phường Xuân La, quận Tây Hồ","Hà Nội","VN-HN","100000","84","024777986773","0915352611","hotro@nguyentruc.vn","nguyentruc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0154136392","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Bửu Lan Ái","số 9, hẻm 6","đường Ðan Việt, phường 15, quận Tân Bình","Hồ Chí Minh","VN-SG","700000","84","029762814764","0924047144","hotro@phambuulanai.vn","phambuulanai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0333536522","UIT.IS336.L12.4","company"
"Công ty TNHH Hồ Ðiền Châu Kim","số 858, xóm Lệ Cảnh","thôn 8, xã Trung Giã, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","02462690048","0978032631","hotro@hoðienchaukim.vn","hoðienchaukim.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0188901265","UIT.IS336.L12.4","company"
"Công ty TNHH Lò An Vạn","số 176, đường Trần Hoạt Minh","phường 6, quận Gò Vấp","Hồ Chí Minh","VN-SG","700000","84","0291777984139","0962454629","hotro@loanvan.vn","loanvan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0366659260","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tiên Kiên","số 877, đường Đặng Phụng Khuê","phường Đằng Giang, quận Ngô Quyền","Hải Phòng","VN-HP","180000","84","022524867704","0965755422","hotro@nguyentienkien.vn","nguyentienkien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0230787598","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Quế","số 739, xóm 5","thôn 8, xã Phú Cường, huyện Ba Vì","Hà Nội","VN-HN","100000","84","02424947720","0969461991","hotro@hoangque.vn","hoangque.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0153897304","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Long Thi Tiến","số 929, đường Nguyễn Sáng Tất","phường Quỳnh Lôi, quận Hai Bà Trưng","Hà Nội","VN-HN","100000","84","02466483308","0996760542","hotro@nguyenlongthitien.vn","nguyenlongthitien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0139529583","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trang Ðình Lam","số 143, đường Lê Canh Tố","phường 3, quận Quận 11","Hồ Chí Minh","VN-SG","700000","84","027063369538","0898037282","hotro@nguyentrangðinhlam.vn","nguyentrangðinhlam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0312971547","UIT.IS336.L12.4","company"
"Công ty TNHH Võ Cơ Trân Phi","số 384, xóm Lan Phú","thôn 4, xã Yên Thường, huyện Gia Lâm","Hà Nội","VN-HN","100000","84","02444530741","0870797458","hotro@vocotranphi.vn","vocotranphi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0160963110","UIT.IS336.L12.4","company"
"Công ty TNHH Viêm Tịnh","số 483, hẻm Miên Danh","đường Nguyễn Xuân Huệ, phường Hòa Quý, quận Ngũ Hành Sơn","Đà Nẵng","VN-DN","550000","84","02367313956","0920413793","hotro@viemtinh.vn","viemtinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0449173474","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Lương","số 890, hẻm 21","đường Võ Hiệp Bách, phường Văn Miếu, quận Đống Đa","Hà Nội","VN-HN","100000","84","02454116415","0993879181","hotro@nguyenluong.vn","nguyenluong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0197249197","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Ánh Tạ","số 959, xóm 7","thôn Tài Băng, xã Hòa Bình, huyện Thủy Nguyên","Hải Phòng","VN-HP","180000","84","02253879067","0894322502","hotro@phananhta.vn","phananhta.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0273107815","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Phát Quốc","số 898, hẻm Thanh Thanh","đường Trinh Chính, thị trấn Phùng, huyện Đan Phượng","Hà Nội","VN-HN","100000","84","0243612056","0882165579","hotro@tranphatquoc.vn","tranphatquoc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0112599140","UIT.IS336.L12.4","company"
"Công ty TNHH Võ San Nhã","số 664, đường Nguyễn Tuyến Chi","phường 3, quận Quận 5","Hồ Chí Minh","VN-SG","700000","84","02913976621","0891602162","hotro@vosannha.vn","vosannha.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0376086384","UIT.IS336.L12.4","company"
"Công ty TNHH Tiêu Công Mạnh Triều","số 255, hẻm 69","đường Đặng Cẩn Cao, phường Bình Trị Đông A, quận Bình Tân","Hồ Chí Minh","VN-SG","700000","84","02577387084","0974995808","hotro@tieucongmanhtrieu.vn","tieucongmanhtrieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0380650944","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Ðài Bảo Phương","số 828, đường Nguyễn Thiện Nam","phường Trại Cau, quận Lê Chân","Hải Phòng","VN-HP","180000","84","0225777991607","0914191411","hotro@phamðaibaophuong.vn","phamðaibaophuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0291728193","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tú","số 673, xóm Duyên Kỳ","thôn 9, xã Liên Bạt, huyện Ứng Hòa","Hà Nội","VN-HN","100000","84","0247173276","0954073421","hotro@nguyentu.vn","nguyentu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0184292564","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Trà Phụng","số 84, đường Nguyễn Mạnh Ðức","phường Thạch Bàn, quận Long Biên","Hà Nội","VN-HN","100000","84","0243682264","0932440612","hotro@trantraphung.vn","trantraphung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0188190329","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Quế","số 563, hẻm Quyên Hoa","đường Nguyễn Thông Tú, phường 14, quận Quận 11","Hồ Chí Minh","VN-SG","700000","84","023522391740","0999761054","hotro@leque.vn","leque.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0321835611","UIT.IS336.L12.4","company"
"Công ty TNHH Phùng Trang","số 496, xóm 5","thôn Ngân Thống, xã Thới Tam Thôn, huyện Hóc Môn","Hồ Chí Minh","VN-SG","700000","84","02073541902","0895500889","hotro@phungtrang.vn","phungtrang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0329435547","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Vy","số 261, xóm Sơn Uyển","thôn 1, xã Hữu Văn, huyện Chương Mỹ","Hà Nội","VN-HN","100000","84","02454136665","0929846556","hotro@nguyenvy.vn","nguyenvy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0112485108","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Viên Bích","số 628, xóm 4","thôn Cúc Sơn, xã Phú Kim, huyện Thạch Thất","Hà Nội","VN-HN","100000","84","02454395771","0966013579","hotro@levienbich.vn","levienbich.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0137004058","UIT.IS336.L12.4","company"
"Công ty TNHH Lò Hiểu","số 942, xóm 7","thôn Liễu Lâm, xã Thủy Sơn, huyện Thủy Nguyên","Hải Phòng","VN-HP","180000","84","022554049389","0871447429","hotro@lohieu.vn","lohieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0284955095","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Hạnh Sương","số 42, hẻm 65","đường Vũ Hà Sơn, phường Phú Thọ Hòa, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","02263836460","0981281144","hotro@huynhhanhsuong.vn","huynhhanhsuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0313066979","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Trinh Thuận","số 826, hẻm 67","đường Nguyễn Ðông Duyên, phường Bạch Mai, quận Hai Bà Trưng","Hà Nội","VN-HN","100000","84","02444511904","0991319277","hotro@letrinhthuan.vn","letrinhthuan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0184603110","UIT.IS336.L12.4","company"
"Công ty TNHH Dương Ngạn Triết Thế","số 996, xóm 1","thôn 10, xã Trung Lập Hạ, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","027124975822","0932345112","hotro@duongngantrietthe.vn","duongngantrietthe.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0328398206","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Thọ Gia","số 1, xóm 1","thôn 7, xã Hải Bối, huyện Đông Anh","Hà Nội","VN-HN","100000","84","0247350167","0993374893","hotro@huynhthogia.vn","huynhthogia.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0157736749","UIT.IS336.L12.4","company"
"Công ty TNHH Hồ Thạch Hạnh Chiêu","số 759, hẻm 53","đường Khai Lập, phường Minh Khai, quận Bắc Từ Liêm","Hà Nội","VN-HN","100000","84","024777969937","0995148472","hotro@hothachhanhchieu.vn","hothachhanhchieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0184165757","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Tuấn Tài Huệ","số 779, hẻm 11","đường Võ Ca Ban, phường Tân Tạo, quận Bình Tân","Hồ Chí Minh","VN-SG","700000","84","026966534628","0872202643","hotro@huynhtuantaihue.vn","huynhtuantaihue.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0367613042","UIT.IS336.L12.4","company"
"Công ty TNHH Ngô Nhất Hưng Thạch","số 116, xóm 7","thôn Châu Lệ, xã Trường Thành, huyện Thới Lai","Cần Thơ","VN-CT","900000","84","02927176894","0998326425","hotro@ngonhathungthach.vn","ngonhathungthach.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1821885918","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Lâm","số 456, đường Vũ Yến Chí","phường Khương Mai, quận Thanh Xuân","Hà Nội","VN-HN","100000","84","0243911056","0878371097","hotro@nguyenlam.vn","nguyenlam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0184652731","UIT.IS336.L12.4","company"
