"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id"
"Công ty TNHH Nguyễn Hoàng Phụng Ðoan","số 924, đường Lê Tiên Quảng, phường 9, quận Gò Vấp, thành phố Hồ Chí Minh","số 924, đường Lê Tiên Quảng, phường 9, quận Gò Vấp","thành phố Hồ Chí Minh","VN-SG","700000","VN","0294777998453","0922172947","hotro@nguyenhoangphungðoan.vn","nguyenhoangphungðoan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0371748747"
"Công ty TNHH Phạm Đức Khai Tiến","số 170, đường Mẫn Vinh Vĩnh, phường Thịnh Liệt, quận Hoàng Mai, thành phố Hà Nội","số 170, đường Mẫn Vinh Vĩnh, phường Thịnh Liệt, quận Hoàng Mai","thành phố Hà Nội","VN-HN","100000","VN","02445079767","0876118098","hotro@phamduckhaitien.vn","phamduckhaitien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0130424016"
"Công ty TNHH Võ Phát Hồ","số 989, hẻm 24, đường Thạc Tất, phường Lĩnh Nam, quận Hoàng Mai, thành phố Hà Nội","số 989, hẻm 24, đường Thạc Tất, phường Lĩnh Nam, quận Hoàng Mai","thành phố Hà Nội","VN-HN","100000","VN","0243541566","0930815603","hotro@vophatho.vn","vophatho.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0122478768"
"Công ty TNHH Nguyễn Trọng Tùng Tuệ","số 425, đường Phan Ðôn Thế, phường 16, quận Quận 8, thành phố Hồ Chí Minh","số 425, đường Phan Ðôn Thế, phường 16, quận Quận 8","thành phố Hồ Chí Minh","VN-SG","700000","VN","027045008060","0920689412","hotro@nguyentrongtungtue.vn","nguyentrongtungtue.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0367200253"
"Công ty TNHH Trần Hòa Kim","số 830, đường Đặng Oanh Liên, phường Tân Hưng Thuận, quận Quận 12, thành phố Hồ Chí Minh","số 830, đường Đặng Oanh Liên, phường Tân Hưng Thuận, quận Quận 12","thành phố Hồ Chí Minh","VN-SG","700000","VN","02197368071","0935611790","hotro@tranhoakim.vn","tranhoakim.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0324625219"
"Công ty TNHH Huỳnh Ánh","số 989, xóm 5, thôn 9, xã Tân Nhựt, huyện Bình Chánh, thành phố Hồ Chí Minh","số 989, xóm 5, thôn 9, xã Tân Nhựt, huyện Bình Chánh","thành phố Hồ Chí Minh","VN-SG","700000","VN","021354443945","0997034794","hotro@huynhanh.vn","huynhanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0346050318"
"Công ty TNHH Chriêng Triết Trí","số 601, xóm 10, thôn 4, xã Lê Lợi, huyện An Dương, thành phố Hải Phòng","số 601, xóm 10, thôn 4, xã Lê Lợi, huyện An Dương","thành phố Hải Phòng","VN-HP","180000","VN","022545057841","0994371089","hotro@chriengtriettri.vn","chriengtriettri.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0286699684"
"Công ty TNHH Nguyễn Cầm Ðăng","số 30, đường Phạm Chính Hùng, phường Xuân Khánh, quận Ninh Kiều, thành phố Cần Thơ","số 30, đường Phạm Chính Hùng, phường Xuân Khánh, quận Ninh Kiều","thành phố Cần Thơ","VN-CT","900000","VN","02927119745","0876031539","hotro@nguyencamðang.vn","nguyencamðang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1829027165"
"Công ty TNHH Lê Cao Hành Quyết","số 291, xóm 9, thôn 3, xã Tự Cường, huyện Tiên Lãng, thành phố Hải Phòng","số 291, xóm 9, thôn 3, xã Tự Cường, huyện Tiên Lãng","thành phố Hải Phòng","VN-HP","180000","VN","0225777995860","0976769257","hotro@lecaohanhquyet.vn","lecaohanhquyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0248818441"
"Công ty TNHH Huỳnh Tấn Uyển","số 121, đường Dương Chinh Huyền, phường 17, quận Bình Thạnh, thành phố Hồ Chí Minh","số 121, đường Dương Chinh Huyền, phường 17, quận Bình Thạnh","thành phố Hồ Chí Minh","VN-SG","700000","VN","02543780508","0935807008","hotro@huynhtanuyen.vn","huynhtanuyen.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0396253244"
"Công ty TNHH Phan Hạnh Lễ Lệ","số 944, xóm 10, thôn 5, xã Thiên Hương, huyện Thủy Nguyên, thành phố Hải Phòng","số 944, xóm 10, thôn 5, xã Thiên Hương, huyện Thủy Nguyên","thành phố Hải Phòng","VN-HP","180000","VN","022544538338","0901332727","hotro@phanhanhlele.vn","phanhanhlele.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0228028910"
"Công ty TNHH Lê Nghiêm Kỳ Ðạt","số 71, hẻm 95, đường Võ Ý Bình, phường Điện Biên, quận Ba Đình, thành phố Hà Nội","số 71, hẻm 95, đường Võ Ý Bình, phường Điện Biên, quận Ba Đình","thành phố Hà Nội","VN-HN","100000","VN","02454330162","0893468341","hotro@lenghiemkyðat.vn","lenghiemkyðat.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0167427778"
"Công ty TNHH Hoàng Tiểu","số 482, đường Diêm Yên Như, phường Hàng Trống, quận Hoàn Kiếm, thành phố Hà Nội","số 482, đường Diêm Yên Như, phường Hàng Trống, quận Hoàn Kiếm","thành phố Hà Nội","VN-HN","100000","VN","0247117202","0979787973","hotro@hoangtieu.vn","hoangtieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0142332100"
"Công ty TNHH Võ Kỳ","số 554, đường Trường Hoàn, phường Phúc Diễn, quận Bắc Từ Liêm, thành phố Hà Nội","số 554, đường Trường Hoàn, phường Phúc Diễn, quận Bắc Từ Liêm","thành phố Hà Nội","VN-HN","100000","VN","0247367032","0989700324","hotro@voky.vn","voky.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0177743274"
"Công ty TNHH Nguyễn Ngân Viên Thành","số 457, hẻm 34, đường Nguyễn Nam Diễm, phường Dịch Vọng, quận Cầu Giấy, thành phố Hà Nội","số 457, hẻm 34, đường Nguyễn Nam Diễm, phường Dịch Vọng, quận Cầu Giấy","thành phố Hà Nội","VN-HN","100000","VN","02454084182","0960706062","hotro@nguyennganvienthanh.vn","nguyennganvienthanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0185430760"
"Công ty TNHH Trần Cường Lam Chi","số 990, đường Dương Phi Thường, phường An Cư, quận Ninh Kiều, thành phố Cần Thơ","số 990, đường Dương Phi Thường, phường An Cư, quận Ninh Kiều","thành phố Cần Thơ","VN-CT","900000","VN","02927113510","0934301134","hotro@trancuonglamchi.vn","trancuonglamchi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1864812975"
"Công ty TNHH Đỗ Công Tài","số 230, xóm Ðào Quế, thôn 8, xã Hòa Ninh, huyện Hòa Vang, thành phố Đà Nẵng","số 230, xóm Ðào Quế, thôn 8, xã Hòa Ninh, huyện Hòa Vang","thành phố Đà Nẵng","VN-DN","550000","VN","023654115992","0883651705","hotro@docongtai.vn","docongtai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0474594760"
"Công ty TNHH Nguyễn Trương Hạ Hùng","số 920, xóm 10, thôn 3, xã Nam Hưng, huyện Tiên Lãng, thành phố Hải Phòng","số 920, xóm 10, thôn 3, xã Nam Hưng, huyện Tiên Lãng","thành phố Hải Phòng","VN-HP","180000","VN","022554178020","0869765784","hotro@nguyentruonghahung.vn","nguyentruonghahung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0272221933"
"Công ty TNHH Đặng Quang Mai","số 506, đường Phan Duyệt Chế, phường Bưởi, quận Tây Hồ, thành phố Hà Nội","số 506, đường Phan Duyệt Chế, phường Bưởi, quận Tây Hồ","thành phố Hà Nội","VN-HN","100000","VN","02445092902","0918700195","hotro@dangquangmai.vn","dangquangmai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0190229513"
"Công ty TNHH Nguyễn Bắc Triều","số 502, xóm 5, thôn 6, xã Phạm Văn Hai, huyện Bình Chánh, thành phố Hồ Chí Minh","số 502, xóm 5, thôn 6, xã Phạm Văn Hai, huyện Bình Chánh","thành phố Hồ Chí Minh","VN-SG","700000","VN","023522040540","0892693997","hotro@nguyenbactrieu.vn","nguyenbactrieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0375559520"
"Công ty TNHH Vũ Giang Hội Hiểu","số 855, xóm 9, thôn 2, xã Hòa Lâm, huyện Ứng Hòa, thành phố Hà Nội","số 855, xóm 9, thôn 2, xã Hòa Lâm, huyện Ứng Hòa","thành phố Hà Nội","VN-HN","100000","VN","02462680108","0947123838","hotro@vugianghoihieu.vn","vugianghoihieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0173783246"
"Công ty TNHH Bùi Thống Võ Anh","số 747, đường Phan Trầm Phong, phường 22, quận Bình Thạnh, thành phố Hồ Chí Minh","số 747, đường Phan Trầm Phong, phường 22, quận Bình Thạnh","thành phố Hồ Chí Minh","VN-SG","700000","VN","022644575741","0927482476","hotro@buithongvoanh.vn","buithongvoanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0321953002"
"Công ty TNHH Nguyễn Cúc Thúy","số 261, đường Phan Uyển Hải, phường Minh Khai, quận Bắc Từ Liêm, thành phố Hà Nội","số 261, đường Phan Uyển Hải, phường Minh Khai, quận Bắc Từ Liêm","thành phố Hà Nội","VN-HN","100000","VN","0247134702","0948356999","hotro@nguyencucthuy.vn","nguyencucthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0131064500"
"Công ty TNHH Nguyễn Tuyền Thục","số 50, đường Lê An Gia, phường Tân Hưng, quận Thốt Nốt, thành phố Cần Thơ","số 50, đường Lê An Gia, phường Tân Hưng, quận Thốt Nốt","thành phố Cần Thơ","VN-CT","900000","VN","029254176335","0898205516","hotro@nguyentuyenthuc.vn","nguyentuyenthuc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1820396529"
"Công ty TNHH Nguyễn Phú","số 970, hẻm 47, đường Trần Thủy Trân, phường Tân Thới Hòa, quận Tân Phú, thành phố Hồ Chí Minh","số 970, hẻm 47, đường Trần Thủy Trân, phường Tân Thới Hòa, quận Tân Phú","thành phố Hồ Chí Minh","VN-SG","700000","VN","022244548616","0917532906","hotro@nguyenphu.vn","nguyenphu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0360202293"
"Công ty TNHH Võ Giao Ân","số 39, đường Phan Huyền Việt, phường Tân Quý, quận Tân Phú, thành phố Hồ Chí Minh","số 39, đường Phan Huyền Việt, phường Tân Quý, quận Tân Phú","thành phố Hồ Chí Minh","VN-SG","700000","VN","027254068639","0999664318","hotro@vogiaoan.vn","vogiaoan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0398196878"
"Công ty TNHH Võ Quế","số 785, xóm 3, thôn Ðan Huyền, xã Trung Chánh, huyện Hóc Môn, thành phố Hồ Chí Minh","số 785, xóm 3, thôn Ðan Huyền, xã Trung Chánh, huyện Hóc Môn","thành phố Hồ Chí Minh","VN-SG","700000","VN","029262595849","0996402282","hotro@voque.vn","voque.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0313873182"
"Công ty TNHH Vũ Công","số 859, đường Vũ Đức Quỳnh, phường Bình Trị Đông A, quận Bình Tân, thành phố Hồ Chí Minh","số 859, đường Vũ Đức Quỳnh, phường Bình Trị Đông A, quận Bình Tân","thành phố Hồ Chí Minh","VN-SG","700000","VN","02067191665","0909695318","hotro@vucong.vn","vucong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0392716814"
"Công ty TNHH Nguyễn Ngôn Hà","số 103, đường Trân Huyền, phường 24, quận Bình Thạnh, thành phố Hồ Chí Minh","số 103, đường Trân Huyền, phường 24, quận Bình Thạnh","thành phố Hồ Chí Minh","VN-SG","700000","VN","022244566980","0935122979","hotro@nguyenngonha.vn","nguyenngonha.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0365125461"
"Công ty TNHH Trần Quảng Nam Thường","số 694, hẻm 9, đường Bích Chi, phường Cát Bi, quận Hải An, thành phố Hải Phòng","số 694, hẻm 9, đường Bích Chi, phường Cát Bi, quận Hải An","thành phố Hải Phòng","VN-HP","180000","VN","022544553526","0995194193","hotro@tranquangnamthuong.vn","tranquangnamthuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0240922337"
"Công ty TNHH Nguyễn Luân Trân","số 201, đường Nguyễn Lương Hoa, phường Hòa Hiệp Bắc, quận Liên Chiểu, thành phố Đà Nẵng","số 201, đường Nguyễn Lương Hoa, phường Hòa Hiệp Bắc, quận Liên Chiểu","thành phố Đà Nẵng","VN-DN","550000","VN","023654396860","0919900646","hotro@nguyenluantran.vn","nguyenluantran.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0412378901"
"Công ty TNHH Nguyễn Ðường Lập Hào","số 859, xóm Dương Uy, thôn Trân Quyết, xã Tân An Hội, huyện Củ Chi, thành phố Hồ Chí Minh","số 859, xóm Dương Uy, thôn Trân Quyết, xã Tân An Hội, huyện Củ Chi","thành phố Hồ Chí Minh","VN-SG","700000","VN","02127102604","0994455376","hotro@nguyenðuonglaphao.vn","nguyenðuonglaphao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0359193699"
"Công ty TNHH Phan Ý","số 454, hẻm Thùy Giáng, đường Dương Chiêu, phường Văn Đẩu, quận Kiến An, thành phố Hải Phòng","số 454, hẻm Thùy Giáng, đường Dương Chiêu, phường Văn Đẩu, quận Kiến An","thành phố Hải Phòng","VN-HP","180000","VN","022554155287","0932326445","hotro@phany.vn","phany.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0222069128"
"Công ty TNHH Hoàng Hiền","số 211, xóm Hoàng Kiều, thôn 6, xã Chiến Thắng, huyện An Lão, thành phố Hải Phòng","số 211, xóm Hoàng Kiều, thôn 6, xã Chiến Thắng, huyện An Lão","thành phố Hải Phòng","VN-HP","180000","VN","02257330624","0882772653","hotro@hoanghien.vn","hoanghien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0240378461"
"Công ty TNHH Vũ Dương Thụy","số 696, đường Huỳnh Mi Khúc, phường 8, quận Tân Bình, thành phố Hồ Chí Minh","số 696, đường Huỳnh Mi Khúc, phường 8, quận Tân Bình","thành phố Hồ Chí Minh","VN-SG","700000","VN","022744547968","0902913847","hotro@vuduongthuy.vn","vuduongthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0355515930"
"Công ty TNHH Phạm Huệ","số 55, đường Nguyễn Ẩn Hiền, phường Phúc Tân, quận Hoàn Kiếm, thành phố Hà Nội","số 55, đường Nguyễn Ẩn Hiền, phường Phúc Tân, quận Hoàn Kiếm","thành phố Hà Nội","VN-HN","100000","VN","02466824458","0895048150","hotro@phamhue.vn","phamhue.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0147381466"
"Công ty TNHH Nguyễn Diệu Thương Sỹ","số 555, xóm 3, thôn Thông Công, xã Xuy Xá, huyện Mỹ Đức, thành phố Hà Nội","số 555, xóm 3, thôn Thông Công, xã Xuy Xá, huyện Mỹ Đức","thành phố Hà Nội","VN-HN","100000","VN","02444543094","0895388722","hotro@nguyendieuthuongsy.vn","nguyendieuthuongsy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0169256551"
"Công ty TNHH Bảo Hà Phụng","số 610, xóm Ẩn Thiện, thôn Bích Trúc, xã Thới Tân, huyện Thới Lai, thành phố Cần Thơ","số 610, xóm Ẩn Thiện, thôn Bích Trúc, xã Thới Tân, huyện Thới Lai","thành phố Cần Thơ","VN-CT","900000","VN","029254089889","0896497962","hotro@baohaphung.vn","baohaphung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1848711598"
"Công ty TNHH Nguyễn Lễ Chính Ân","số 499, đường Nguyễn Trung Hoàn, phường An Lạc A, quận Bình Tân, thành phố Hồ Chí Minh","số 499, đường Nguyễn Trung Hoàn, phường An Lạc A, quận Bình Tân","thành phố Hồ Chí Minh","VN-SG","700000","VN","02327120339","0936871054","hotro@nguyenlechinhan.vn","nguyenlechinhan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0321333193"
"Công ty TNHH Nguyễn Đông Khởi","số 730, xóm 3, thôn Khoa Xuân, xã Thạnh An, huyện Vĩnh Thạnh, thành phố Cần Thơ","số 730, xóm 3, thôn Khoa Xuân, xã Thạnh An, huyện Vĩnh Thạnh","thành phố Cần Thơ","VN-CT","900000","VN","0292777950864","0947262468","hotro@nguyendongkhoi.vn","nguyendongkhoi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1821085879"
"Công ty TNHH Võ Thu Đan","số 691, xóm 1, thôn 8, xã Chu Phan, huyện Mê Linh, thành phố Hà Nội","số 691, xóm 1, thôn 8, xã Chu Phan, huyện Mê Linh","thành phố Hà Nội","VN-HN","100000","VN","024777907427","0899607314","hotro@vothudan.vn","vothudan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0158039676"
"Công ty TNHH Nguyễn Tiên Hùng","số 162, hẻm Khai Việt, đường Nguyễn Trình Thái, phường An Lạc A, quận Bình Tân, thành phố Hồ Chí Minh","số 162, hẻm Khai Việt, đường Nguyễn Trình Thái, phường An Lạc A, quận Bình Tân","thành phố Hồ Chí Minh","VN-SG","700000","VN","02127378880","0876691956","hotro@nguyentienhung.vn","nguyentienhung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0382300476"
"Công ty TNHH Khoa Ðoan Hoan Chấn","số 17, hẻm 36, đường Thế Hùng, phường Đại Mỗ, quận Nam Từ Liêm, thành phố Hà Nội","số 17, hẻm 36, đường Thế Hùng, phường Đại Mỗ, quận Nam Từ Liêm","thành phố Hà Nội","VN-HN","100000","VN","0247144790","0994985077","hotro@khoaðoanhoanchan.vn","khoaðoanhoanchan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0191276192"
"Công ty TNHH Hoàng Ðiệp Hoạt Diệu","số 857, hẻm Nghiêm Thiệu, đường Lê Quang Chí, phường 16, quận Gò Vấp, thành phố Hồ Chí Minh","số 857, hẻm Nghiêm Thiệu, đường Lê Quang Chí, phường 16, quận Gò Vấp","thành phố Hồ Chí Minh","VN-SG","700000","VN","022024830930","0863626973","hotro@hoangðiephoatdieu.vn","hoangðiephoatdieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0313625885"
"Công ty TNHH Lèng Chiến","số 493, xóm Kiều Thiếu, thôn 8, xã Cẩm Lĩnh, huyện Ba Vì, thành phố Hà Nội","số 493, xóm Kiều Thiếu, thôn 8, xã Cẩm Lĩnh, huyện Ba Vì","thành phố Hà Nội","VN-HN","100000","VN","02463313324","0876895379","hotro@lengchien.vn","lengchien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0154102012"
"Công ty TNHH Lê Nguyên Trung","số 919, đường Nguyễn Hảo Thi, phường 2, quận Tân Bình, thành phố Hồ Chí Minh","số 919, đường Nguyễn Hảo Thi, phường 2, quận Tân Bình","thành phố Hồ Chí Minh","VN-SG","700000","VN","023244545320","0987239778","hotro@lenguyentrung.vn","lenguyentrung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0327693932"
"Công ty TNHH Lê Minh Thư","số 432, đường Trần Trúc Thái, phường Trường Thọ, quận Thủ Đức, thành phố Hồ Chí Minh","số 432, đường Trần Trúc Thái, phường Trường Thọ, quận Thủ Đức","thành phố Hồ Chí Minh","VN-SG","700000","VN","0212777982223","0942638594","hotro@leminhthu.vn","leminhthu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0345116153"
"Công ty TNHH Lê Minh Chương Thảo","số 286, đường Đống Thành Hiền, phường An Nghiệp, quận Ninh Kiều, thành phố Cần Thơ","số 286, đường Đống Thành Hiền, phường An Nghiệp, quận Ninh Kiều","thành phố Cần Thơ","VN-CT","900000","VN","02923679751","0979656162","hotro@leminhchuongthao.vn","leminhchuongthao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1825982292"
"Công ty TNHH Hoàng Xuân Dụng Vũ","số 238, đường Nguyễn Nhàn Nghĩa, phường Hoàng Văn Thụ, quận Hoàng Mai, thành phố Hà Nội","số 238, đường Nguyễn Nhàn Nghĩa, phường Hoàng Văn Thụ, quận Hoàng Mai","thành phố Hà Nội","VN-HN","100000","VN","0243944624","0998128690","hotro@hoangxuandungvu.vn","hoangxuandungvu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0142842165"
"Công ty TNHH Võ Nghiệp Sương Kỳ","số 69, xóm 10, thôn Ðại Trân, xã Ngũ Đoan, huyện Kiến Thụy, thành phố Hải Phòng","số 69, xóm 10, thôn Ðại Trân, xã Ngũ Đoan, huyện Kiến Thụy","thành phố Hải Phòng","VN-HP","180000","VN","022554197149","0883813029","hotro@vonghiepsuongky.vn","vonghiepsuongky.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0263730954"
"Công ty TNHH Nguyễn Uy Ý","số 99, hẻm 93, đường Ngô Thạch Khởi, phường Bình Trị Đông, quận Bình Tân, thành phố Hồ Chí Minh","số 99, hẻm 93, đường Ngô Thạch Khởi, phường Bình Trị Đông, quận Bình Tân","thành phố Hồ Chí Minh","VN-SG","700000","VN","020324735029","0881844171","hotro@nguyenuyy.vn","nguyenuyy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0325298234"
"Công ty TNHH Trần Hội Uyên Trí","số 59, xóm Chinh Bạch, thôn Ðôn Khải, xã Nam Hưng, huyện Tiên Lãng, thành phố Hải Phòng","số 59, xóm Chinh Bạch, thôn Ðôn Khải, xã Nam Hưng, huyện Tiên Lãng","thành phố Hải Phòng","VN-HP","180000","VN","022544521425","0938925594","hotro@tranhoiuyentri.vn","tranhoiuyentri.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0212936077"
