"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id","company_id","company_type"
"Công ty TNHH Nguyễn Thục Nhân Phú","số 176, xóm Ân Hoài","thôn 1, xã Phù Linh, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","0247360895","0946540303","hotro@nguyenthucnhanphu.vn","nguyenthucnhanphu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0114230341","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Thanh Cung Thống","số 50, xóm 4","thôn Chiêu Tôn, xã Xuân Thới Sơn, huyện Hóc Môn","Hồ Chí Minh","VN-SG","700000","84","02607198413","0975771055","hotro@tranthanhcungthong.vn","tranthanhcungthong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0313417599","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Sơn","số 44, xóm 4","thôn 1, xã Nhơn Nghĩa, huyện Phong Điền","Cần Thơ","VN-CT","900000","84","029244530262","0924720184","hotro@nguyenson.vn","nguyenson.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1867230579","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Võ Bạch Công","số 529, hẻm 37","đường Cẩn Tuấn, phường Tân An, quận Ninh Kiều","Cần Thơ","VN-CT","900000","84","0292777955849","0943164824","hotro@phanvobachcong.vn","phanvobachcong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1814401816","UIT.IS336.L12.4","company"
"Công ty TNHH Bùi Dụng Ðan","số 427, đường Kỳ Tịnh","phường Nhân Chính, quận Thanh Xuân","Hà Nội","VN-HN","100000","84","0243930335","0901010621","hotro@buidungðan.vn","buidungðan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0158519599","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Như Thùy Thương","số 319, xóm 9","thôn Vĩ Ngọc, xã Xuân Giang, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","02454113440","0949715535","hotro@huynhnhuthuythuong.vn","huynhnhuthuythuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0156523721","UIT.IS336.L12.4","company"
"Công ty TNHH Đức Hoan Ái Sơn","số 353, đường Nguyễn Miên Thái","phường Thạnh Hòa, quận Thốt Nốt","Cần Thơ","VN-CT","900000","84","02927350931","0966362660","hotro@duchoanaison.vn","duchoanaison.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1825315431","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Lý Hồng","số 231, đường Tuấn Băng","phường Giảng Võ, quận Ba Đình","Hà Nội","VN-HN","100000","84","0247143800","0998110612","hotro@nguyenlyhong.vn","nguyenlyhong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0126592725","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tường Cần Long","số 443, đường Tấn Ðài","phường Tân Quy, quận Quận 7","Hồ Chí Minh","VN-SG","700000","84","02227308190","0986584719","hotro@nguyentuongcanlong.vn","nguyentuongcanlong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0370293353","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Xuyến Hiếu","số 913, xóm 1","thôn Trác Ðài, xã Đức Thượng, huyện Hoài Đức","Hà Nội","VN-HN","100000","84","0243791751","0907316814","hotro@vuxuyenhieu.vn","vuxuyenhieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0143150062","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Tâm Trinh Thy","số 574, đường Thúy Tiểu","phường Trường Lạc, quận Ô Môn","Cần Thơ","VN-CT","900000","84","029244535537","0990846147","hotro@letamtrinhthy.vn","letamtrinhthy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1883207699","UIT.IS336.L12.4","company"
"Công ty TNHH Hồ Ðào Thống Duyên","số 247, xóm 6","thôn 2, xã Tiên Phương, huyện Chương Mỹ","Hà Nội","VN-HN","100000","84","0247302051","0908954985","hotro@hoðaothongduyen.vn","hoðaothongduyen.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0188654811","UIT.IS336.L12.4","company"
"Công ty TNHH Ngô Sinh Loan","số 266, đường Nguyễn Ly Huy","phường 14, quận Quận 5","Hồ Chí Minh","VN-SG","700000","84","02387149646","0887409667","hotro@ngosinhloan.vn","ngosinhloan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0354336612","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Bảo Liên","số 962, xóm 7","thôn Quốc Mai, xã Cổ Loa, huyện Đông Anh","Hà Nội","VN-HN","100000","84","024777987518","0927778205","hotro@phanbaolien.vn","phanbaolien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0185282936","UIT.IS336.L12.4","company"
"Công ty TNHH Ngô Thục","số 290, xóm 4","thôn 3, xã Hồng Sơn, huyện Mỹ Đức","Hà Nội","VN-HN","100000","84","0247117229","0895188660","hotro@ngothuc.vn","ngothuc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0164836807","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Oanh Tú Thụy","số 53, đường Huỳnh Khuê Cảnh","phường 7, quận Gò Vấp","Hồ Chí Minh","VN-SG","700000","84","022622355057","0921149671","hotro@hoangoanhtuthuy.vn","hoangoanhtuthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0340450420","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tài Ý Gia","số 305, đường Phan Cao Lạc","phường Thới An, quận Ô Môn","Cần Thơ","VN-CT","900000","84","02927124369","0910219555","hotro@nguyentaiygia.vn","nguyentaiygia.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1832235701","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Chính","số 75, đường Hoàng Vi Nguyên","phường Khương Thượng, quận Đống Đa","Hà Nội","VN-HN","100000","84","02444535317","0941747885","hotro@tranchinh.vn","tranchinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0150915219","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Ðoàn Nhân Ái","số 845, đường Nguyễn Thắng Tân","phường Bình An, quận Quận 2","Hồ Chí Minh","VN-SG","700000","84","02547380559","0998154843","hotro@phanðoannhanai.vn","phanðoannhanai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0374170802","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Hương","số 669, đường Nguyễn Thông Hữu","phường 6, quận Quận 8","Hồ Chí Minh","VN-SG","700000","84","025722347945","0891518505","hotro@nguyenhuong.vn","nguyenhuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0375725819","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Thanh Giang","số 212, hẻm 64","đường Tuyết Trúc, phường 15, quận Tân Bình","Hồ Chí Minh","VN-SG","700000","84","021262548759","0961730388","hotro@tranthanhgiang.vn","tranthanhgiang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0326794979","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Lạc","số 505, đường Đặng Luận Tấn","phường 5, quận Quận 4","Hồ Chí Minh","VN-SG","700000","84","02717375482","0911567795","hotro@tranlac.vn","tranlac.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0323157166","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Thiếu","số 364, đường Nguyễn Mỹ Ðạt","phường Phú Diễn, quận Bắc Từ Liêm","Hà Nội","VN-HN","100000","84","0247125799","0992909611","hotro@phamthieu.vn","phamthieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0148775508","UIT.IS336.L12.4","company"
"Công ty TNHH Điêu Phúc Quảng","số 743, đường Tiên Phúc","phường Trường Thọ, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","02747348130","0962819273","hotro@dieuphucquang.vn","dieuphucquang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0338562882","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Thy","số 374, xóm 8","thôn 9, xã Lưu Kỳ, huyện Thủy Nguyên","Hải Phòng","VN-HP","180000","84","022524845551","0974094698","hotro@lethy.vn","lethy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0258215676","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Chính","số 830, xóm 3","thôn Cường Hòa, xã Tòng Bạt, huyện Ba Vì","Hà Nội","VN-HN","100000","84","0243629266","0907644938","hotro@nguyenchinh.vn","nguyenchinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0167484441","UIT.IS336.L12.4","company"
"Công ty TNHH Hồ Oanh Nhất","số 470, xóm 3","thôn 6, xã Châu Sơn, huyện Ba Vì","Hà Nội","VN-HN","100000","84","0247199179","0876311081","hotro@hooanhnhat.vn","hooanhnhat.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0181461169","UIT.IS336.L12.4","company"
"Công ty TNHH Bùi Liễu Trụ Hiểu","số 648, đường Nguyễn Trình Sương","phường Vĩnh Hưng, quận Hoàng Mai","Hà Nội","VN-HN","100000","84","024777927916","0949273397","hotro@builieutruhieu.vn","builieutruhieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0186668944","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Giáng","số 712, hẻm 66","đường Phạm Thịnh Loan, phường Hiệp Tân, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","02903634213","0987400132","hotro@nguyengiang.vn","nguyengiang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0320311283","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trình Bá","số 125, hẻm Tín Hồng","đường Kim Ðài, phường Thanh Xuân Trung, quận Thanh Xuân","Hà Nội","VN-HN","100000","84","02445042540","0911836332","hotro@nguyentrinhba.vn","nguyentrinhba.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0192664882","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Trường Hưng Bảo","số 173, đường Huỳnh Nhiên Dương","phường Phúc Diễn, quận Bắc Từ Liêm","Hà Nội","VN-HN","100000","84","024777993208","0891973870","hotro@vutruonghungbao.vn","vutruonghungbao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0173451362","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Linh Thiệu","số 229, xóm Trí Thăng","thôn 7, xã Vân Từ, huyện Phú Xuyên","Hà Nội","VN-HN","100000","84","02445043067","0978564371","hotro@huynhlinhthieu.vn","huynhlinhthieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0164847501","UIT.IS336.L12.4","company"
"Công ty TNHH Võ Khang Thống","số 317, xóm 5","thôn 9, xã Tân Thới Nhì, huyện Hóc Môn","Hồ Chí Minh","VN-SG","700000","84","026322185463","0940075863","hotro@vokhangthong.vn","vokhangthong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0376383522","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Quân Mỹ","số 454, đường Nguyễn Siêu Quế","phường Châu Văn Liêm, quận Ô Môn","Cần Thơ","VN-CT","900000","84","02927106141","0921336116","hotro@nguyenquanmy.vn","nguyenquanmy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1859663711","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Thoa Tâm","số 888, hẻm 82","đường Hồ Di Lan, phường Nam Dương, quận Hải Châu","Đà Nẵng","VN-DN","550000","84","023654159187","0946023025","hotro@nguyenthoatam.vn","nguyenthoatam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0452147553","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Huy","số 566, đường Nguyễn Ngạn Tuấn","phường Thạnh Lộc, quận Quận 12","Hồ Chí Minh","VN-SG","700000","84","02727366290","0991764160","hotro@nguyenhuy.vn","nguyenhuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0366799315","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Trung Cao Tùng","số 236, xóm Triết Thục","thôn 1, xã Tam Hưng, huyện Thanh Oai","Hà Nội","VN-HN","100000","84","0247313340","0998085376","hotro@huynhtrungcaotung.vn","huynhtrungcaotung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0187833512","UIT.IS336.L12.4","company"
"Công ty TNHH Chriêng Khánh","số 827, xóm 6","thôn Chiến Tùng, xã Quang Phục, huyện Tiên Lãng","Hải Phòng","VN-HP","180000","84","02257360595","0932206939","hotro@chriengkhanh.vn","chriengkhanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0243387900","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Triều","số 884, hẻm 33","đường Nguyễn Nga Thiếu, phường Tràng Cát, quận Hải An","Hải Phòng","VN-HP","180000","84","02257132519","0876526791","hotro@trantrieu.vn","trantrieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0223776808","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Quyền Gia Kiết","số 470, hẻm 11","đường Nguyễn Vĩnh Ðình, phường 10, quận Gò Vấp","Hồ Chí Minh","VN-SG","700000","84","023266713387","0893895905","hotro@lequyengiakiet.vn","lequyengiakiet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0318809314","UIT.IS336.L12.4","company"
"Công ty TNHH Võ Võ Thủy","số 292, hẻm 19","đường Nguyễn Siêu Quốc, phường Vĩnh Hưng, quận Hoàng Mai","Hà Nội","VN-HN","100000","84","0243695896","0938169075","hotro@vovothuy.vn","vovothuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0120658132","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Ðông","số 796, xóm 9","thôn 2, xã Chu Minh, huyện Ba Vì","Hà Nội","VN-HN","100000","84","024777993503","0915359252","hotro@tranðong.vn","tranðong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0120190561","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Nghiêm Dương Nguyệt","số 606, đường Duyệt Hồ","phường Hiệp Bình Phước, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","023344503335","0886980855","hotro@trannghiemduongnguyet.vn","trannghiemduongnguyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0365581483","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Nhân","số 803, đường Lục Hòa Huệ","phường Long Bình, quận Quận 9","Hồ Chí Minh","VN-SG","700000","84","02703873806","0886746626","hotro@hoangnhan.vn","hoangnhan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0336395215","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Thảo Dạ","số 415, hẻm 96","đường Nguyễn Loan Công, phường Bình Hiên, quận Hải Châu","Đà Nẵng","VN-DN","550000","84","02363576860","0883558021","hotro@vuthaoda.vn","vuthaoda.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0494403939","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Ðinh","số 632, xóm 2","thôn 5, xã Phùng Xá, huyện Mỹ Đức","Hà Nội","VN-HN","100000","84","02445086042","0869363041","hotro@nguyenðinh.vn","nguyenðinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0135761116","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Thống Khanh Triệu","số 564, xóm Vy Ánh","thôn 2, xã Hiệp Phước, huyện Nhà Bè","Hồ Chí Minh","VN-SG","700000","84","02107124760","0967264864","hotro@tranthongkhanhtrieu.vn","tranthongkhanhtrieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0395220798","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Hiền Thư","số 590, hẻm 35","đường Chuyên Tâm, phường Tam Phú, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","02187166884","0936284460","hotro@nguyenhienthu.vn","nguyenhienthu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0327307854","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Ý Hạnh Tiến","số 536, đường Nguyễn Tiến Cảnh","phường Bình Thọ, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","023254490324","0914500045","hotro@tranyhanhtien.vn","tranyhanhtien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0386354017","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Ðại Lân Thạch","số 144, hẻm 17","đường Nguyễn Thiên Hoa, phường An Phú Đông, quận Quận 12","Hồ Chí Minh","VN-SG","700000","84","02627117920","0990704588","hotro@nguyenðailanthach.vn","nguyenðailanthach.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0374750765","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Thụ","số 334, xóm 5","thôn 6, xã Xuân Thới Đông, huyện Hóc Môn","Hồ Chí Minh","VN-SG","700000","84","02623619701","0997875918","hotro@nguyenthu.vn","nguyenthu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0380331297","UIT.IS336.L12.4","company"
"Công ty TNHH Đặng Quốc Bắc Mộng","số 161, đường Nguyễn Phi Ngọc","phường Trung Văn, quận Nam Từ Liêm","Hà Nội","VN-HN","100000","84","02466969998","0990780504","hotro@dangquocbacmong.vn","dangquocbacmong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0143733326","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Linh Thiên","số 576, đường Nguyễn Đại Chiêu","phường 3, quận Quận 6","Hồ Chí Minh","VN-SG","700000","84","027144581260","0881041672","hotro@nguyenlinhthien.vn","nguyenlinhthien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0358599441","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tân Hải Ðức","số 149, xóm 2","thôn 5, xã Võng La, huyện Đông Anh","Hà Nội","VN-HN","100000","84","02466522453","0917634810","hotro@nguyentanhaiðuc.vn","nguyentanhaiðuc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0181798556","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Hoan Thư","số 779, đường Trần Lập Nhất","phường Tân Sơn Nhì, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","02387329151","0914553941","hotro@nguyenhoanthu.vn","nguyenhoanthu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0324702261","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Phượng Nhân Ngân","số 229, đường Huỳnh Cung Thiên","phường 14, quận Quận 3","Hồ Chí Minh","VN-SG","700000","84","025866824353","0932234767","hotro@tranphuongnhanngan.vn","tranphuongnhanngan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0331092057","UIT.IS336.L12.4","company"
"Công ty TNHH Bảo Hảo Thy","số 143, đường Đặng Hường Dũng","phường Thượng Thanh, quận Long Biên","Hà Nội","VN-HN","100000","84","0243656361","0998337220","hotro@baohaothy.vn","baohaothy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0191469871","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Liên Hương Bách","số 361, xóm Nữ Hữu","thôn 8, xã Thư Phú, huyện Thường Tín","Hà Nội","VN-HN","100000","84","02454018480","0993144629","hotro@lelienhuongbach.vn","lelienhuongbach.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0193384845","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Quý Thiên Nam","số 712, đường Nguyễn Nghi Chế","phường 7, quận Bình Thạnh","Hồ Chí Minh","VN-SG","700000","84","02363814489","0932259236","hotro@lequythiennam.vn","lequythiennam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0393448032","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Phượng Chiểu Tiểu","số 95, xóm 2","thôn 3, xã Liên Mạc, huyện Mê Linh","Hà Nội","VN-HN","100000","84","024777946409","0932444089","hotro@huynhphuongchieutieu.vn","huynhphuongchieutieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0116114419","UIT.IS336.L12.4","company"
"Công ty TNHH Chúng Sương Linh","số 677, xóm 9","thôn 5, xã Dương Hà, huyện Gia Lâm","Hà Nội","VN-HN","100000","84","02466447182","0884716462","hotro@chungsuonglinh.vn","chungsuonglinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0123446466","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Trác Xuân Quốc","số 563, đường Trần Mẫn Nhật","phường 14, quận Gò Vấp","Hồ Chí Minh","VN-SG","700000","84","0218777953776","0990604400","hotro@trantracxuanquoc.vn","trantracxuanquoc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0398413488","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Ðài Lam","số 498, xóm Ðường Uy","thôn Lý Minh, xã Thuần Mỹ, huyện Ba Vì","Hà Nội","VN-HN","100000","84","0247104895","0871276824","hotro@vuðailam.vn","vuðailam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0137493826","UIT.IS336.L12.4","company"
